timestamp,ROI,Token Price,Trade Volume
1548286260000,1.0,1.0,0.00
1548296270000,1.0,1.0,0.00
1548306270000,1.0,1.0,0.00
1548316270000,1.0,1.0,0.00
1548326270000,1.0091317523596488,2.7913989276719886,1703.49
1548336270000,1.0005725887481605,2.3855379154711027,100.00
1548346270000,1.0,2.3855379154711027,0.00
1548356270000,1.0,2.3855379154711027,0.00
1548366290000,1.0,2.3855379154711027,0.00
1548376290000,1.0,2.3855379154711027,0.00
1548386290000,1.0,2.3855379154711027,0.00
1548396290000,1.0,2.3855379154711027,0.00
1548406290000,1.0,2.3855379154711027,0.00
1548416290000,1.0,2.3855379154711027,0.00
1548426290000,1.0,2.3855379154711027,0.00
1548436290000,1.0,2.3855379154711027,0.00
1548446290000,1.0,2.3855379154711027,0.00
1548456290000,1.0,2.3855379154711027,0.00
1548466290000,1.0,2.3855379154711027,0.00
1548476290000,1.0,2.3855379154711027,0.00
1548486300000,1.0,2.3855379154711027,0.00
1548496300000,1.0,2.3855379154711027,0.00
1548506300000,1.0,2.3855379154711027,0.00
1548516310000,1.0,2.3855379154711027,0.00
1548526310000,1.0,2.3855379154711027,0.00
1548536310000,1.0,2.3855379154711027,0.00
1548546310000,1.0,2.3855379154711027,0.00
1548556320000,1.0,2.3855379154711027,0.00
1548566320000,1.0,2.3855379154711027,0.00
1548576320000,1.0,2.3855379154711027,0.00
1548586320000,1.0,2.3855379154711027,0.00
1548596320000,1.0,2.3855379154711027,0.00
1548606320000,1.0,2.3855379154711027,0.00
1548616320000,1.0,2.3855379154711027,0.00
1548626320000,1.0,2.3855379154711027,0.00
1548636320000,1.0,2.3855379154711027,0.00
1548646320000,1.0,2.3855379154711027,0.00
1548656340000,1.0,2.3855379154711027,0.00
1548666340000,1.0,2.3855379154711027,0.00
1548676340000,1.0000217033177263,2.347809595918246,3683.00
1548686340000,1.0002103318764881,2.5676968220175964,20313.72
1548696340000,1.0,2.568048040965594,0.00
1548706340000,1.0,2.5714897586641317,0.00
1548716340000,1.0002281391618464,2.228571932220435,75000.00
1548726340000,1.0,2.2295043370284016,0.00
1548736340000,1.0,2.2295043370284016,0.00
1548746340000,1.0000519125517113,2.1631658457832885,25600.99
1548756340000,1.0000655327126209,2.08193923527328,33000.00
1548766350000,1.0,2.08193923527328,0.00
1548776350000,1.0,2.0818949958108086,0.00
1548786350000,1.0,2.0818949958108086,0.00
1548796350000,1.0,2.0818949958108086,0.00
1548806350000,1.0000261928543341,2.050374385987473,13000.00
1548816350000,1.0,2.050374385987473,0.00
1548826350000,1.0,2.050423320184067,0.00
1548836350000,1.0,2.050423320184067,0.00
1548846350000,1.0,2.050423320184067,0.00
1548856370000,1.0,2.050423320184067,0.00
1548866370000,1.0,2.050588748864969,0.00
1548876370000,1.0,2.050588748864969,0.00
1548886370000,1.0,2.050588748864969,0.00
1548896380000,1.0,2.0505753329571728,0.00
1548906390000,1.0,2.0505753329571728,0.00
1548916410000,1.0,2.050750898832647,0.00
1548926450000,1.0,2.0508550492086557,0.00
1548936490000,1.0,2.0508751727873604,0.00
1548946550000,1.0,2.0508751727873604,0.00
1548956620000,1.0,2.0508751727873604,0.00
1548966710000,1.0000161727955452,2.067547213780649,9658.15
1548976740000,1.0,2.067547213780649,0.00
1548986770000,1.0,2.067547213780649,0.00
1548996900000,1.0,2.067547213780649,0.00
1549006930000,1.0,2.067547213780649,0.00
1549017020000,1.0,2.067547213780649,0.00
1549027100000,1.0,2.067547213780649,0.00
1549037280000,1.0,2.0675658598711277,0.00
1549047390000,1.0,2.0675658598711277,0.00
1549057480000,1.0,2.0675658598711277,0.00
1549067600000,1.0,2.0675658598711277,0.00
1549077780000,1.0,2.0675782681591754,0.00
1549087950000,1.0,2.0675782681591754,0.00
1549098140000,1.0,2.0675782681591754,0.00
1549108270000,1.0,2.0675782681591754,0.00
