timestamp,VTHO,OCE,PLA,SHA,DBET,EHrT,TIC,YEET,Other
1550345400000,7329.91,0.00,95453.94,7006.92,0.00,0.00,0.00,0.00,0.00
1550355400000,62136.86,0.00,20319.22,81515.60,0.00,0.00,0.00,0.00,0.00
1550365400000,0.00,0.00,80950.04,39062.29,0.00,0.00,0.00,0.00,0.00
1550375410000,170470.40,0.00,30780.33,0.00,0.00,0.00,0.00,0.00,0.00
1550385410000,291.01,0.00,92595.93,100290.14,0.00,0.00,0.00,0.00,0.00
1550395410000,5892.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1550405410000,19903.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1550415410000,230567.07,0.00,1806.53,0.00,0.00,0.00,0.00,0.00,0.00
1550425410000,38973.16,0.00,2088.41,80355.98,0.00,0.00,0.00,0.00,0.00
1550435410000,74876.90,0.00,17441.76,17494.25,0.00,0.00,0.00,0.00,0.00
1550445410000,141358.00,0.00,1427.99,0.00,0.00,0.00,0.00,0.00,0.00
1550455410000,93992.65,0.00,4800.00,43302.42,0.00,0.00,0.00,0.00,0.00
1550465410000,111042.80,0.00,169234.43,139358.35,0.00,0.00,0.00,0.00,0.00
1550475430000,11663.89,0.00,0.00,76808.93,0.00,0.00,0.00,0.00,0.00
1550485440000,8104.64,0.00,151399.29,10000.00,0.00,0.00,0.00,0.00,0.00
1550495440000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1550505440000,50737.08,0.00,10508.46,0.00,0.00,0.00,0.00,0.00,0.00
1550515440000,25253.08,0.00,289770.61,31877.69,0.00,0.00,0.00,0.00,0.00
1550525440000,0.00,0.00,149811.87,19010.71,95254.06,0.00,936.77,0.00,0.00
1550535440000,19164.26,0.00,99332.42,0.00,17328.89,0.00,0.00,0.00,0.00
1550545440000,1532.16,0.00,252911.61,303762.65,136983.57,0.00,0.00,0.00,0.00
1550555450000,0.00,0.00,26606.52,0.00,0.00,0.00,0.00,0.00,0.00
1550565450000,0.00,0.00,110215.80,40000.00,44927.20,0.00,0.00,0.00,0.00
1550575450000,2700.07,0.00,94939.67,61724.60,0.00,0.00,0.00,0.00,0.00
1550585450000,11685.13,0.00,3153.35,0.00,0.00,0.00,0.00,0.00,0.00
1550595450000,0.00,0.00,57370.99,8228.12,6241.76,0.00,0.00,0.00,0.00
1550605460000,48968.88,0.00,92312.40,0.00,37359.13,0.00,0.00,0.00,0.00
1550615460000,3079.33,0.00,176903.26,53618.34,13197.03,0.00,6842.17,0.00,0.00
1550625460000,11335.29,0.00,0.00,0.00,50021.05,0.00,5000.00,0.00,0.00
1550635460000,1326.77,0.00,279270.33,0.00,0.00,0.00,0.00,0.00,0.00
1550645470000,2293.64,0.00,582116.50,88848.95,0.00,0.00,0.00,0.00,0.00
1550655470000,7340.63,0.00,32112.05,21.00,192.32,0.00,1504.74,0.00,0.00
1550665470000,0.00,0.00,167321.06,18217.02,410.00,0.00,0.00,0.00,0.00
1550675480000,13091.16,0.00,372259.70,34232.46,0.00,0.00,0.00,0.00,0.00
1550685480000,7440.29,0.00,61296.33,1390.91,0.00,0.00,0.00,0.00,0.00
1550695480000,5235.35,0.00,87731.33,13247.83,0.00,0.00,1840.32,0.00,0.00
1550705480000,209.09,0.00,18419.75,0.00,0.00,0.00,0.00,0.00,0.00
1550715480000,7478.27,0.00,7315.52,175.01,0.00,0.00,0.00,0.00,0.00
1550725480000,4083.24,0.00,117442.25,0.00,0.00,0.00,0.00,0.00,0.00
1550735600000,10530.62,0.00,191939.83,0.00,0.00,0.00,0.00,0.00,0.00
1550745610000,71763.75,0.00,255081.52,1317.78,0.00,0.00,0.00,0.00,0.00
1550755670000,31104.10,0.00,171731.64,0.00,0.00,0.00,0.00,0.00,0.00
1550765670000,43234.23,0.00,331391.18,0.00,0.00,0.00,0.00,0.00,0.00
1550775670000,28668.12,0.00,132319.70,88954.28,0.00,0.00,0.00,0.00,0.00
1550785670000,43066.27,0.00,185926.04,847.83,0.00,0.00,0.00,0.00,0.00
1550795670000,22920.69,0.00,33605.23,100535.81,0.00,0.00,0.00,0.00,0.00
1550805670000,12930.41,0.00,11114.56,0.00,0.00,0.00,0.00,0.00,0.00
1550815670000,8443.60,0.00,42347.92,0.00,4471.85,0.00,0.00,0.00,0.00
1550825690000,3482.99,0.00,49047.71,28020.02,201.51,0.00,0.00,0.00,0.00
1550835690000,20235.80,0.00,25001.30,1.00,0.00,0.00,2.00,0.00,0.00
1550845690000,96.50,0.00,384025.92,67577.51,0.00,0.00,0.00,0.00,0.00
1550855710000,10226.33,0.00,4013.24,30000.00,0.00,0.00,0.00,0.00,0.00
1550865710000,15181.96,0.00,358015.42,0.00,0.00,0.00,0.00,0.00,0.00
1550875710000,38231.58,0.00,141331.46,70680.77,0.00,0.00,0.00,0.00,0.00
1550885710000,20255.53,0.00,135489.90,35935.28,0.00,0.00,0.00,0.00,0.00
1550895710000,898.49,0.00,6150.00,0.00,0.00,0.00,0.00,0.00,0.00
1550905710000,17263.25,0.00,131011.85,7500.00,0.00,0.00,0.00,0.00,0.00
