provider,eth
​0x73cf2c29D81671774F455203009b03479DfbA225,16984.30
​0x56C9EB634da871f7D68fEf65016616605230F79a,3103.10
​0x4afEc1B71daAE0414b5AF2eE91a24c3dcEeA1BC1,2719.52
​0xa52771C36332C1B7E1506754FB1BA775c1388915,1444.55
Other,137.14
