provider,eth
​0xC181Ec798B46e8885ee5a5810125A4Fde16b8FFc,137111.34
​0x73cf2c29D81671774F455203009b03479DfbA225,14869.10
​0x2Afd50dA3475f8ab47AEbEfC8039Aa0750E665F7,9464.31
​0x4afEc1B71daAE0414b5AF2eE91a24c3dcEeA1BC1,3915.03
​0x15f0a2ED2133D874Ddd0AB4A1c5ab97Ff6e00374,3619.15
Other,0.42
