provider,eth
​0xdF12dcA3765Da7a3516D84D7f1d6816dac6845af,186477.66
​0x94a96F9E196a113Dec20e8bD951A0fAa21FCc7ac,76792.08
​0xa52771C36332C1B7E1506754FB1BA775c1388915,41137.95
​0x4Fc89A06893A74c639050cbE2Da5B811Dba43655,27305.49
​0xA334e40C9A9d5a82dA7a8EF4d2f2406E8CE3A45F,17749.25
​0x4afEc1B71daAE0414b5AF2eE91a24c3dcEeA1BC1,6009.36
​0x15f0a2ED2133D874Ddd0AB4A1c5ab97Ff6e00374,5424.03
Other,0.94
