timestamp,​0xAaEd39DE8b2A516E7D914F2df96420f7A3204314,​0x28E65E6248A14570aCa3e421310b8808fAaE6F80,​0x7dcF30DC4A3A69B8Fe36b7C34DFC88341c9Bc0eA,​0x73cf2c29D81671774F455203009b03479DfbA225,​0x4afEc1B71daAE0414b5AF2eE91a24c3dcEeA1BC1,​0x028D4E22414c5fC4A0eEceE63c65adbbC2A339a7,​0xa52771C36332C1B7E1506754FB1BA775c1388915,​0xca91463ca55577E4eCEc2E50eEeb0a7033600454,​0xDf6979605aDe2B8971C2c95E90E2eA1090f244B7,​0x36C8b616c052F34a68123Cbe1C2e44eA1016DD4b,​0x2C50c7AbA38b0C7ca4B5965f2ec9457Bcd319E18,​0xf9F99f982f3Ea9020f0A0afd4D4679dFEe1B63cf,​0x4Fc89A06893A74c639050cbE2Da5B811Dba43655,​0xdDF5E0286DD171e8051D5f0EB79681D103874172,​0x22504E119C76f921D3C578734bd281DD30267276,​0x2A75FE923683625d578a96dAf8275880d6379A4f,Other
1556567480000,,2407.74,,,,,,,,,4021.78,,,,,,
1556619730000,,,,,,,,,,,,,,,,,
1556672310000,,,,,,,,,,,,,,,,,
1556722900000,,,,,,,,,,,,,,,,,
1556773440000,,,,,,,,,,,,,,,,,
1556823820000,,,,,,,,,,,,,,,,,
1556873820000,,,,,,,,,,,,272.50,,,,,
1556923830000,,,,,,,,,,,,,,,,,
1556973830000,,,,,,,,,,,,,,,,,
1557023830000,,,,,,,,,,,,,,,,,
1557073970000,,,,,,,,,,,,,,,,,
1557124170000,,,,,,,,,,,,,,,,,
1557174250000,,,,,,,,,,,,,,,,,
1557224340000,,,,,,,,,,,,,,,,,
1557274380000,,,,,,,,,,,,,,,,,
1557324470000,,,,,,,,,,,,,,,,,
1557374640000,,,,,,,,,,,,,,,,,
1557424740000,,,,,,,,,,,,,,,,,
1557474830000,,,,,,,,,,,,,,,,,
1557525010000,,,,,,,,,,,,,,,,,
1557575130000,,,,,,,,,,,,,,,,,
1557625350000,,,,,,,,,,,,,,,,,
1557675350000,,,,,,,,,,,,,,,,,
1557725370000,,,,,,,,,,,,,,,,,
1557775600000,,,,,,,,,,,,,,,,,
1557825700000,,,,,,,,,,,,,,,,,
1557875730000,,,,,,,,,,,,,,,,,
1557925740000,,,,,,,,,,,,,,,,,
1557975790000,,,,,,,,,,,,,,,,,
1558025840000,,,,,,,,,,,,,,,,,
1558075850000,,,,,,,,,,,,,,,,,
1558125870000,,,,,,,,,,,,,,,,,
1558175890000,,,,,,,,,,,,,,,,,
1558225900000,,,,,,,,,,,,,,,,,
1558275910000,,,,,,,,,,,,,,,,,
1558325910000,,,,,,,,,,,,,,,,,
1558375960000,,,,,,,,,,,,,,,,,
1558426010000,,,,,,,,,,,,,,,,,
1558476020000,,,,,,,,,,,,,,,,,
1558526040000,,,,,,,,,,,,,,,,,
1558576070000,,,,,,,,,,,,,,,,,
1558626180000,,,,,,,,,,,,,,,,,
1558676230000,,,,,,,,,,,,,,,,,
1558726310000,,,,,,,,,,,,,,,,,
1558776410000,,,,,,,,,,,,,,,,,
1558826850000,,,,,,,,,,,,,,,,,
1558877250000,,,,,,,,,,,,,,,,,
1558927610000,,,,,,,,,,,,,,,,,
1558978160000,,,,,,,,,,,,,,,,,
1559028720000,,,,,,,,,,439.15,,,,,,,
1559079100000,,,,,,,,,,5.61,,,,,,,
1559129590000,,,,,,,,,,,,,,,,,
1559180040000,,,,,,,,,,,,,,,,,
1559230520000,,,,,,,,,,,,,,,,,
1559280990000,,,,,,,,,,,,,,,,,
1559331250000,,,,,,,,,,1.34,,,,,,,
1559381260000,,,,,,,,,,,,,,,,,
1559431260000,,,,,,,,,,,,,,,,,
1559481300000,,,,,,,,,,,,,,,,,
1559531310000,,,,,,,,,,0.05,,,,,,,
1559581430000,,,,,,,,,,,,,,,,,
1559631500000,,,,,,,,,,,,,,,,,
1559681580000,,,,,,,,,,,,,,,,,
1559731730000,,,,,,,,,,,,,,,,,
1559781730000,,,,5000.00,,,,,,,,,,,,,
1559831810000,,,,,,,,,,,,,,,,,
1559881820000,,,,,,,,,,,,,,,,,
1559931830000,,,,,,,,,,,,,,,,,
1559981830000,,,,,,,,,,,,,,,,,
1560031850000,6140.90,,,,,,,,,,,,,,,,
1560081850000,,,,,,,,,,,,,,,,,
1560131850000,,,,,,,,,,,,,,,,,
1560182020000,,,,,,,,,,,,,,,,,
1560232030000,,,,,7000.00,,,,,,,,,,,,
1560282090000,,,,,,,,,,,,,,,,,
1560332150000,,,,,,,,,,,,,,,,,
1560382150000,,,,,,,,,,,,,,,,,
1560432230000,,,,,,,,,,,,,,,,,
1560482290000,,,,,,,,,,,,,,,,,
1560532330000,,,,,,,,,,,,,,,,,
1560582350000,,,,,,,,,,,,,,,,,
1560632390000,,,,,,,,,,,,,,,,,
1560682430000,,,,,,,,,,,,,,,,,
1560732430000,,,,,,,,,,,,,,,,,
