provider,eth
​0x15f0a2ED2133D874Ddd0AB4A1c5ab97Ff6e00374,67158.90
​0xb00493ef3d9c2F59701708112a1fcc61982B1B92,51504.89
​0xC3a4f918Bf01bB8F1907EC0408B733fF749D7cFA,41523.98
​0x2f37887F606684815Eca0082428C2644E0467234,33750.59
​0x73cf2c29D81671774F455203009b03479DfbA225,29989.54
​0x94a96F9E196a113Dec20e8bD951A0fAa21FCc7ac,26716.65
​0x4afEc1B71daAE0414b5AF2eE91a24c3dcEeA1BC1,5057.37
​0xC181Ec798B46e8885ee5a5810125A4Fde16b8FFc,4362.08
Other,1951.30
