provider,eth
​0xC181Ec798B46e8885ee5a5810125A4Fde16b8FFc,139111.93
​0x73cf2c29D81671774F455203009b03479DfbA225,15086.05
​0x2Afd50dA3475f8ab47AEbEfC8039Aa0750E665F7,9602.41
​0x4afEc1B71daAE0414b5AF2eE91a24c3dcEeA1BC1,3972.15
​0x15f0a2ED2133D874Ddd0AB4A1c5ab97Ff6e00374,3671.96
Other,0.43
