provider,eth
​0x4afEc1B71daAE0414b5AF2eE91a24c3dcEeA1BC1,10758.36
​0x36C8b616c052F34a68123Cbe1C2e44eA1016DD4b,7728.35
​0x73cf2c29D81671774F455203009b03479DfbA225,6720.01
​0x2A75FE923683625d578a96dAf8275880d6379A4f,378.69
Other,196.82
