provider,eth
​0x62eb322cCd1109bB01eB6a21f3627f6bc196b24d,419004.77
​0x94a96F9E196a113Dec20e8bD951A0fAa21FCc7ac,61300.25
​0xa52771C36332C1B7E1506754FB1BA775c1388915,32838.89
​0x15f0a2ED2133D874Ddd0AB4A1c5ab97Ff6e00374,8035.02
Other,5513.75
