timestamp,ROI,Token Price,Trade Volume
1548286260000,1.0,1.0,0.00
1548336270000,1.0097113127593453,2.3855379154711027,1803.49
1548386290000,1.0,2.3855379154711027,0.00
1548436290000,1.0,2.3855379154711027,0.00
1548486300000,1.0,2.3855379154711027,0.00
1548536310000,1.0,2.3855379154711027,0.00
1548586320000,1.0,2.3855379154711027,0.00
1548636320000,1.0,2.3855379154711027,0.00
1548686340000,1.000232041280747,2.5676968220175964,23996.72
1548736340000,1.0002281391618464,2.2295043370284016,75000.00
1548786350000,1.0001174498002925,2.0818949958108086,58600.99
1548836350000,1.0000261928543341,2.050423320184067,13000.00
1548886370000,1.0,2.050588748864969,0.00
1548936490000,1.0,2.0508751727873604,0.00
1548986770000,1.0000161727955452,2.067547213780649,9658.15
1549037280000,1.0,2.0675658598711277,0.00
1549087950000,1.0,2.0675782681591754,0.00
1549138840000,1.0,2.067567151735889,0.00
1549189660000,1.000401184124491,1.6344187905965093,301764.04
1549240810000,1.000105502160427,1.541266574033251,124950.00
1549291940000,1.00037981951903,1.4697779617866487,486912.16
1549342890000,1.0003463588738128,1.4996355967300838,430666.75
1549394020000,1.0003842751364722,1.5356857792070866,470653.07
1549444910000,1.0000498427082238,1.494943053122414,64243.13
1549496040000,1.0009092000532869,1.399219575412173,1278404.00
1549547250000,1.0002101060130573,1.4397110225096206,275511.92
1549598050000,1.0001907989604812,1.4156097243634218,252783.37
1549649080000,1.0001248591590481,1.4104094033956718,164105.18
1549700210000,1.0001709297458303,1.4441962603537553,169077.84
1549751420000,1.000349026379162,1.5144727933803086,271491.17
1549802370000,1.0000930024866483,1.5202688507923936,72688.34
1549853090000,1.0000513420106227,1.5597357617953844,37641.52
1549903610000,1.0001265060923705,1.5217399470557382,102617.15
1549954170000,1.000053058302151,1.4763263598229348,45111.95
1550004820000,1.0000292663506347,1.4518237161204202,25215.53
1550055340000,1.0000724867847874,1.5051410985124867,54082.16
1550105340000,1.0000400824033062,1.535500929967346,29631.61
1550155340000,1.000074805841101,1.5940409865124034,54547.05
1550205370000,1.0001465932999687,1.46589345173846,123624.59
1550255400000,1.0001286378997716,1.4913562146135952,101963.63
1550305400000,1.0,1.4913562146135952,0.00
1550355400000,1.0002240584544217,1.65353635284205,164224.27
1550405410000,1.0001775927084955,1.5846944863591126,139628.62
1550455410000,1.0001910916261525,1.6476801402437833,141844.52
1550505440000,1.000303908218197,1.710506437848867,227152.65
1550555450000,1.0004871882992596,1.8882526683869398,356381.64
1550605460000,1.000139704971569,1.74421225266072,109952.71
1550655470000,1.0002017349327827,1.8520041950098642,143283.52
1550705480000,1.0000859757378295,1.767728611770497,67098.05
1550755670000,1.0000020256350153,1.7678504191815037,1498.39
1550805670000,1.0002663642904737,1.7525049545376932,190966.89
1550855710000,1.0001818867108274,1.8416723245814033,126274.48
1550905710000,1.0001552100600115,1.7839764015785478,114367.74
1550955710000,1.0002307929203065,1.7121297503407462,173663.62
1551005730000,1.0000675329074407,1.7241262996846138,48762.34
